
---------- Begin Simulation Statistics ----------
sim_seconds                                  0.504612                       # Number of seconds simulated
system.mem_ctrls.wrQLenPdf::7                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::8                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::9                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::10                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::11                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::12                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::13                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::14                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::15                  12917                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::16                  16234                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::17                  77450                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::18                 134950                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::19                 184718                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::20                 243089                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::21                 323588                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::22                 392226                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::23                 451899                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::24                 506541                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::25                 558009                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::26                 609395                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::27                 659813                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::28                 720849                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::29                 802931                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::30                 828306                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::31                 812941                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::32                 723902                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::33                 152717                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::34                  96851                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::35                  65438                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::36                  46345                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::37                  34066                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::38                  25442                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::39                  19931                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::40                  16121                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::41                  13806                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::42                  11834                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::43                  10641                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::44                   9423                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::45                   8880                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::46                   8291                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::47                   7936                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::48                   7389                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::49                   7106                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::50                   6739                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::51                   6968                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::52                   7294                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::53                   6831                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::54                   7240                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::55                   7270                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::56                   5273                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::57                   4315                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::58                   3807                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::59                   3338                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::60                   2849                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::61                   2609                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::62                   2269                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::63                   4147                       # What write queue length does an incoming req see
system.mem_ctrls.bytesPerActivate::samples     11096336                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::mean    128.595275                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::gmean    89.238228                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::stdev   177.681982                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::0-127      8345459     75.21%     75.21% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::128-255      1563059     14.09%     89.30% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::256-383       409845      3.69%     92.99% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::384-511       177309      1.60%     94.59% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::512-639       190146      1.71%     96.30% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::640-767        88666      0.80%     97.10% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::768-895        54278      0.49%     97.59% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::896-1023        62148      0.56%     98.15% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::1024-1151       205426      1.85%    100.00% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::total     11096336                       # Bytes accessed per row activation
system.mem_ctrls.rdPerTurnAround::samples       537656                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::mean      25.375999                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::stdev     41.852832                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::0-1023       537643    100.00%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::1024-2047           12      0.00%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::27648-28671            1      0.00%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::total        537656                       # Reads before turning the bus around for writes
system.mem_ctrls.wrPerTurnAround::samples       537656                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::mean      16.130976                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::gmean     16.111024                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::stdev      1.062732                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::16-19        531733     98.90%     98.90% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::20-23          4753      0.88%     99.78% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::24-27           681      0.13%     99.91% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::28-31           190      0.04%     99.94% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::32-35           113      0.02%     99.97% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::36-39            52      0.01%     99.98% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::40-43            24      0.00%     99.98% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::44-47            26      0.00%     99.98% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::48-51            20      0.00%     99.99% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::52-55             7      0.00%     99.99% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::56-59             7      0.00%     99.99% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::60-63            10      0.00%     99.99% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::64-67            15      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::68-71             4      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::72-75             2      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::76-79             6      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::80-83             3      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::84-87             1      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::92-95             1      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::96-99             3      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::108-111            3      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::128-131            1      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::156-159            1      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::total        537656                       # Writes before turning the bus around for reads
system.mem_ctrls.totQLat                 1126450385376                       # Total ticks spent queuing
system.mem_ctrls.totMemAccLat            1381881147876                       # Total ticks spent from burst creation until serviced by the DRAM
system.mem_ctrls.totBusLat                68114870000                       # Total ticks spent in databus transfers
system.mem_ctrls.avgQLat                     82687.55                       # Average queueing delay per DRAM burst
system.mem_ctrls.avgBusLat                    5000.00                       # Average bus latency per DRAM burst
system.mem_ctrls.avgMemAccLat               101437.55                       # Average memory access latency per DRAM burst
system.mem_ctrls.avgRdBW                      1727.80                       # Average DRAM read bandwidth in MiByte/s
system.mem_ctrls.avgWrBW                      1099.99                       # Average achieved write bandwidth in MiByte/s
system.mem_ctrls.avgRdBWSys                   1728.59                       # Average system read bandwidth in MiByte/s
system.mem_ctrls.avgWrBWSys                   1099.99                       # Average system write bandwidth in MiByte/s
system.mem_ctrls.peakBW                      12800.00                       # Theoretical peak bandwidth in MiByte/s
system.mem_ctrls.busUtil                        22.09                       # Data bus utilization in percentage
system.mem_ctrls.busUtilRead                    13.50                       # Data bus utilization in percentage for reads
system.mem_ctrls.busUtilWrite                    8.59                       # Data bus utilization in percentage for writes
system.mem_ctrls.avgRdQLen                       3.76                       # Average read queue length when enqueuing
system.mem_ctrls.avgWrQLen                      27.43                       # Average write queue length when enqueuing
system.mem_ctrls.readRowHits                  8153990                       # Number of row buffer hits during reads
system.mem_ctrls.writeRowHits                 3045561                       # Number of row buffer hits during writes
system.mem_ctrls.readRowHitRate                 59.85                       # Row buffer hit rate for reads
system.mem_ctrls.writeRowHitRate                35.12                       # Row buffer hit rate for writes
